"","day","hour","PRES_hourly","SPED_hourly","DIR_hourly","T_hourly","RH_hourly"
"121","2016-01-06",0,98150.5418227216,0.851666671149292,184.072602859326,-269.318835099657,99.6918268677596
"122","2016-01-06",1,98187.2222222222,0.944166667531761,72.3996846697372,-269.082500118679,99.8561126920912
"123","2016-01-06",2,98252.6666666667,0.841388892837696,94.2281728073306,-269.085555352105,99.8177791383531
"124","2016-01-06",3,98316.1388888889,1.1819444467624,55.0264914110094,-269.175554233127,99.8586125903659
"125","2016-01-06",4,98334.7222222222,0.8538888922996,170.092984783395,-268.96167034573,99.7936125225491
"126","2016-01-06",5,98389.9722222222,1.47000000112587,260.533792493085,-269.167404739945,99.7266670792191
"127","2016-01-06",6,98497.1666666667,1.56972222013606,261.62970504128,-268.605422781231,99.7024417760518
"128","2016-01-06",7,98589.2222222222,1.86805554611816,290.692045254137,-268.198329755995,99.77222304874
"129","2016-01-06",8,98663.4722222222,1.67305555045604,296.766298776999,-267.617501152886,99.0622224595812
"130","2016-01-06",9,98746.9166666667,1.43333332820071,293.982179098045,-267.090831756592,98.5497223748101
"131","2016-01-06",10,98834.3888888889,2.48055554727714,290.456027215013,-266.590561591255,96.6972222222223
"132","2016-01-06",11,98843.4166666667,1.94388888229927,312.368087625095,-266.316388532851,94.9199999491373
"133","2016-01-06",12,98815.5277777778,1.83333332770401,304.346629584955,-265.944168006049,92.0861110687256
"134","2016-01-06",13,98819.8611111111,2.67388888630602,259.972532891201,-265.944169871012,89.8944444020589
"135","2016-01-06",14,98847.5277777778,2.61611111064752,228.590366678969,-266.356943088108,91.2511110517713
"136","2016-01-06",15,98833.2222222222,1.34916667133156,189.421636046761,-266.614722527398,90.4833334392972
"137","2016-01-06",16,98827.7222222222,2.32444443504016,175.326256059291,-267.985833655463,93.5066667980618
"138","2016-01-06",17,98744.9166666666,2.22194443941116,160.197653709228,-268.365556165907,95.0762963471589
"139","2016-01-06",18,98646.3333333333,2.79166666136848,144.592225022892,-268.479603346159,95.5259269497665
"140","2016-01-06",19,98550.5277777778,3.57777776287662,144.340792652986,-268.385833062066,95.6008332782322
"141","2016-01-06",20,98485.25,3.98083333770434,142.725955890541,-267.910557217068,95.5769443088108
"142","2016-01-06",21,98389.1388888889,4.20638889008098,140.862529197032,-267.156111314562,95.9816668404473
"143","2016-01-06",22,98286.1666666667,4.74777775671747,157.169569719782,-266.119721391466,92.7533335367839
"144","2016-01-06",23,98148.1666666667,5.97055556045638,168.007672020262,-265.348330349392,91.6463891135322
"145","2016-01-07",0,98014.3333333333,7.2866666926278,177.634265248194,-265.296661037869,90.7355554368761
