"date","PRES","SPED","DIR","T","RH"
2016-01-05 00:15:00,97287.3033707865,4.34382022364756,191.461591651046,-265.377526718311,95.2146066387048
2016-01-05 00:30:00,97282.8888888889,4.60333332750532,182.985405920128,-265.518896145291,95.4022217644585
2016-01-05 00:45:00,97288.7777777778,4.16666666666667,187.2656856996,-265.592230563694,95.8377780490451
2016-01-05 01:00:00,97287.5555555556,3.75777778890398,180.543152757879,-265.67444152832,96.037777879503
2016-01-05 01:15:00,97277.7777777778,3.49444443649716,182.591092059218,-265.815549723307,96.2333336724175
2016-01-05 01:30:00,97280.1111111111,3.1766666703754,180.03296550828,-265.867775811089,96.1866661919488
2016-01-05 01:45:00,97284.4444444444,2.77111111217075,171.864732638726,-265.765547349718,96.4211112976074
2016-01-05 02:00:00,97284.5555555556,3.30555555025737,170.821667892157,-265.824439832899,96.6677780999078
2016-01-05 02:15:00,97284.7777777778,3.71111110581292,179.405604819154,-266.16110941569,97.074444325765
2016-01-05 02:30:00,97296.2222222222,3.93666665024228,193.239184900198,-266.308884684245,97.1444447835286
2016-01-05 02:45:00,97301.4444444444,3.39222222699059,187.856197085592,-266.202220662435,96.6366667853461
2016-01-05 03:00:00,97301.6666666667,3.18000000317891,178.555614852872,-266.568891737196,96.8322219848633
2016-01-05 03:15:00,97301.6666666667,3.63333333068424,176.646571203214,-266.518891737196,97.0411114162869
2016-01-05 03:30:00,97303.3333333333,3.24888887670305,180.152807558672,-266.749997287326,96.9788888719347
2016-01-05 03:45:00,97300.7777777778,3.36333334181044,175.707575545145,-266.809996541341,97.2722220526801
2016-01-05 04:00:00,97302.1111111111,2.50777776903576,188.539068451472,-267.325563897027,97.8688886854384
2016-01-05 04:15:00,97300,2.26222221586439,184.486190971658,-267.520004611545,98.1133330451118
2016-01-05 04:30:00,97295.6666666667,2.91444444126553,176.399530963531,-267.251111178928,97.8911109076606
2016-01-05 04:45:00,97300.2222222222,2.77555554972755,179.725837182112,-267.267773098416,98.0066669040256
2016-01-05 05:00:00,97303.3333333333,2.66444444126553,178.567081493279,-267.261105685764,98.1444444444444
2016-01-05 05:15:00,97309.3333333333,2.85888890160455,179.057094418021,-267.431113009983,98.5799996270074
2016-01-05 05:30:00,97316.4444444444,2.77777777380413,183.662145719927,-267.562228393555,98.7666667514377
2016-01-05 05:45:00,97318,3.18111111852858,190.009532816293,NA,NA
2016-01-05 06:00:00,97325,3.0922222243415,189.180954885107,-267.77752267216,98.1269664978713
2016-01-05 06:15:00,97331.4444444444,2.62666667103767,198.690732624399,-268.197774590386,98.7155558268229
2016-01-05 06:30:00,97340.2222222222,1.73333333267106,210.260110794825,-268.294441053602,99.6000009324815
2016-01-05 06:45:00,97348.5555555556,2.86999999682109,184.16946176063,-268.104444376628,99.3233337402344
2016-01-05 07:00:00,97362.8888888889,1.26111110837923,209.48045600719,-268.572222561306,99.4877783033583
2016-01-05 07:15:00,97363.2222222222,0.933333334740665,276.025832127318,-268.907778252496,99.2633343166775
2016-01-05 07:30:00,97377.1111111111,0.731111113892661,227.1394484663,-268.683335028754,99.8822240193685
2016-01-05 07:45:00,97401.6666666667,0.89888889019688,267.894624292459,-268.193333604601,99.8844460381402
2016-01-05 08:00:00,97419.2222222222,0.525555560903417,279.375170852271,-268.691103786892,99.8922238667806
2016-01-05 08:15:00,97438.4444444444,0.823333336247338,265.285190738423,-268.306664360894,99.8200013902452
2016-01-05 08:30:00,97455.7777777778,1.38888888955116,213.94057361254,-268.516670057509,99.8755572001139
2016-01-05 08:45:00,97479.7777777778,1.43777778082424,239.273784956384,-268.932223510742,99.5655568440755
2016-01-05 09:00:00,97494.8888888889,0.945555552177959,253.474726856965,-269.756664699978,99.8900016784668
2016-01-05 09:15:00,97501.8888888889,0.963333330303431,265.858750642838,-269.545553927951,99.7344455295139
2016-01-05 09:30:00,97522.1111111111,0.758888892581066,257.958744112923,-270.36444261339,99.6600009494358
2016-01-05 09:45:00,97538.8888888889,1.12888888716698,244.611514688821,-269.897779676649,99.6988897535536
2016-01-05 10:00:00,97555.1111111111,1.97444443239106,218.025191250838,-268.055557250977,99.4644449869792
